Cidades,Estados,Geocode
Valente/BA,BA,2933000.0
Várzea da Roça/BA,BA,2933059.0
Várzea do Poço/BA,BA,2933109.0
Várzea Nova/BA,BA,2933158.0
Varzedo/BA,BA,2933174.0
Vereda/BA,BA,2933257.0
Vitória da Conquista/BA,BA,2933307.0
Wagner/BA,BA,2933406.0
Wanderley/BA,BA,2933455.0
Wenceslau Guimarães/BA,BA,2933505.0
Xique-Xique/BA,BA,2933604.0
Abadia dos Dourados/MG,MG,3100104.0
Abaeté/MG,MG,3100203.0
Abre Campo/MG,MG,3100302.0
Acaiaca/MG,MG,3100401.0
Açucena/MG,MG,3100500.0
Água Boa/MG,MG,3100609.0
Água Comprida/MG,MG,3100708.0
Aguanil/MG,MG,3100807.0
Águas Formosas/MG,MG,3100906.0
Águas Vermelhas/MG,MG,3101003.0
Aimorés/MG,MG,3101102.0
Aiuruoca/MG,MG,3101201.0
Alagoa/MG,MG,3101300.0
Além Paraíba/MG,MG,3101508.0
Alfenas/MG,MG,3101607.0
Alfredo Vasconcelos/MG,MG,3101631.0
Almenara/MG,MG,3101706.0
Alpercata/MG,MG,3101805.0
Alpinópolis/MG,MG,3101904.0
Alterosa/MG,MG,3102001.0
Alto Caparaó/MG,MG,3102050.0
Alto Rio Doce/MG,MG,3102100.0
Alvarenga/MG,MG,3102209.0
Alvinópolis/MG,MG,3102308.0
Alvorada de Minas/MG,MG,3102407.0
Amparo do Serra/MG,MG,3102506.0
Andradas/MG,MG,3102605.0
Andrelândia/MG,MG,3102803.0
Angelândia/MG,MG,3102852.0
Antônio Carlos/MG,MG,3102902.0
Antônio Dias/MG,MG,3103009.0
Antônio Prado de Minas/MG,MG,3103108.0
Araçaí/MG,MG,3103207.0
Aracitaba/MG,MG,3103306.0
Araçuaí/MG,MG,3103405.0
Araguari/MG,MG,3103504.0
Arantina/MG,MG,3103603.0
Araponga/MG,MG,3103702.0
Araporã/MG,MG,3103751.0
Arapuá/MG,MG,3103801.0
Araújos/MG,MG,3103900.0
Araxá/MG,MG,3104007.0
Arceburgo/MG,MG,3104106.0
Arcos/MG,MG,3104205.0
Areado/MG,MG,3104304.0
Argirita/MG,MG,3104403.0
Aricanduva/MG,MG,3104452.0
Arinos/MG,MG,3104502.0
Astolfo Dutra/MG,MG,3104601.0
Ataléia/MG,MG,3104700.0
Augusto de Lima/MG,MG,3104809.0
Baependi/MG,MG,3104908.0
Baldim/MG,MG,3105004.0
Bambuí/MG,MG,3105103.0
Bandeira/MG,MG,3105202.0
Bandeira do Sul/MG,MG,3105301.0
Barão de Cocais/MG,MG,3105400.0
Barão de Monte Alto/MG,MG,3105509.0
Barbacena/MG,MG,3105608.0
Barra Longa/MG,MG,3105707.0
Barroso/MG,MG,3105905.0
Bela Vista de Minas/MG,MG,3106002.0
Belmiro Braga/MG,MG,3106101.0
Belo Horizonte/MG,MG,3106200.0
Belo Oriente/MG,MG,3106309.0
Belo Vale/MG,MG,3106408.0
Berilo/MG,MG,3106507.0
Bertópolis/MG,MG,3106606.0
Berizal/MG,MG,3106655.0
Betim/MG,MG,3106705.0
Bias Fortes/MG,MG,3106804.0
Bicas/MG,MG,3106903.0
Biquinhas/MG,MG,3107000.0
Boa Esperança/MG,MG,3107109.0
Bocaiúva/MG,MG,3107307.0
Bom Despacho/MG,MG,3107406.0
Bom Jardim de Minas/MG,MG,3107505.0
Bom Jesus da Penha/MG,MG,3107604.0
Bom Jesus do Amparo/MG,MG,3107703.0
Bom Jesus do Galho/MG,MG,3107802.0
Bom Repouso/MG,MG,3107901.0
Bom Sucesso/MG,MG,3108008.0
Bonfim/MG,MG,3108107.0
Bonfinópolis de Minas/MG,MG,3108206.0
Bonito de Minas/MG,MG,3108255.0
Borda da Mata/MG,MG,3108305.0
Botelhos/MG,MG,3108404.0
Botumirim/MG,MG,3108503.0
Brasilândia de Minas/MG,MG,3108552.0
Brasília de Minas/MG,MG,3108602.0
Brás Pires/MG,MG,3108701.0
Braúnas/MG,MG,3108800.0
Brazópolis/MG,MG,3108909.0
Brumadinho/MG,MG,3109006.0
Bueno Brandão/MG,MG,3109105.0
Buenópolis/MG,MG,3109204.0
Bugre/MG,MG,3109253.0
Buritis/MG,MG,3109303.0
Buritizeiro/MG,MG,3109402.0
Cabeceira Grande/MG,MG,3109451.0
Cabo Verde/MG,MG,3109501.0
Cachoeira da Prata/MG,MG,3109600.0
Cachoeira de Minas/MG,MG,3109709.0
Cachoeira Dourada/MG,MG,3109808.0
Caetanópolis/MG,MG,3109907.0
Caeté/MG,MG,3110004.0
Caiana/MG,MG,3110103.0
Cajuri/MG,MG,3110202.0
Caldas/MG,MG,3110301.0
Camacho/MG,MG,3110400.0
Camanducaia/MG,MG,3110509.0
Cambuí/MG,MG,3110608.0
Cambuquira/MG,MG,3110707.0
Campanário/MG,MG,3110806.0
Campanha/MG,MG,3110905.0
Campestre/MG,MG,3111002.0
Campina Verde/MG,MG,3111101.0
Campo Belo/MG,MG,3111200.0
Campo do Meio/MG,MG,3111309.0
Campo Florido/MG,MG,3111408.0
Campos Altos/MG,MG,3111507.0
Campos Gerais/MG,MG,3111606.0
Canaã/MG,MG,3111705.0
Canápolis/MG,MG,3111804.0
Cana Verde/MG,MG,3111903.0
Candeias/MG,MG,3112000.0
Cantagalo/MG,MG,3112059.0
Caparaó/MG,MG,3112109.0
Capela Nova/MG,MG,3112208.0
Capelinha/MG,MG,3112307.0
Capetinga/MG,MG,3112406.0
Capim Branco/MG,MG,3112505.0
Capinópolis/MG,MG,3112604.0
Capitão Andrade/MG,MG,3112653.0
Capitão Enéas/MG,MG,3112703.0
Capitólio/MG,MG,3112802.0
Caputira/MG,MG,3112901.0
Caraí/MG,MG,3113008.0
Caranaíba/MG,MG,3113107.0
Carandaí/MG,MG,3113206.0
Carangola/MG,MG,3113305.0
Caratinga/MG,MG,3113404.0
Carbonita/MG,MG,3113503.0
Careaçu/MG,MG,3113602.0
Carlos Chagas/MG,MG,3113701.0
Carmésia/MG,MG,3113800.0
Carmo da Cachoeira/MG,MG,3113909.0
Carmo da Mata/MG,MG,3114006.0
Carmo de Minas/MG,MG,3114105.0
Carmo do Cajuru/MG,MG,3114204.0
Carmo do Paranaíba/MG,MG,3114303.0
Carmo do Rio Claro/MG,MG,3114402.0
Carmópolis de Minas/MG,MG,3114501.0
Carneirinho/MG,MG,3114550.0
Carrancas/MG,MG,3114600.0
Carvalhópolis/MG,MG,3114709.0
Carvalhos/MG,MG,3114808.0
Casa Grande/MG,MG,3114907.0
Cascalho Rico/MG,MG,3115003.0
Cássia/MG,MG,3115102.0
Conceição da Barra de Minas/MG,MG,3115201.0
Cataguases/MG,MG,3115300.0
Catas Altas/MG,MG,3115359.0
Catas Altas da Noruega/MG,MG,3115409.0
Catuji/MG,MG,3115458.0
Catuti/MG,MG,3115474.0
Caxambu/MG,MG,3115508.0
Central de Minas/MG,MG,3115706.0
Centralina/MG,MG,3115805.0
Chácara/MG,MG,3115904.0
Chalé/MG,MG,3116001.0
Chapada do Norte/MG,MG,3116100.0
Chapada Gaúcha/MG,MG,3116159.0
Chiador/MG,MG,3116209.0
Cipotânea/MG,MG,3116308.0
Claraval/MG,MG,3116407.0
Claro dos Poções/MG,MG,3116506.0
Cláudio/MG,MG,3116605.0
Coimbra/MG,MG,3116704.0
Coluna/MG,MG,3116803.0
Comendador Gomes/MG,MG,3116902.0
Comercinho/MG,MG,3117009.0
Conceição da Aparecida/MG,MG,3117108.0
Conceição das Pedras/MG,MG,3117207.0
Conceição das Alagoas/MG,MG,3117306.0
Conceição de Ipanema/MG,MG,3117405.0
Conceição do Mato Dentro/MG,MG,3117504.0
Conceição do Pará/MG,MG,3117603.0
Conceição do Rio Verde/MG,MG,3117702.0
Conceição dos Ouros/MG,MG,3117801.0
Cônego Marinho/MG,MG,3117836.0
Confins/MG,MG,3117876.0
Congonhal/MG,MG,3117900.0
Congonhas/MG,MG,3118007.0
Congonhas do Norte/MG,MG,3118106.0
Conquista/MG,MG,3118205.0
Conselheiro Lafaiete/MG,MG,3118304.0
Conselheiro Pena/MG,MG,3118403.0
Consolação/MG,MG,3118502.0
Contagem/MG,MG,3118601.0
Coqueiral/MG,MG,3118700.0
Coração de Jesus/MG,MG,3118809.0
Cordisburgo/MG,MG,3118908.0
Cordislândia/MG,MG,3119005.0
Corinto/MG,MG,3119104.0
Coroaci/MG,MG,3119203.0
Coromandel/MG,MG,3119302.0
Coronel Fabriciano/MG,MG,3119401.0
Coronel Murta/MG,MG,3119500.0
Coronel Pacheco/MG,MG,3119609.0
Coronel Xavier Chaves/MG,MG,3119708.0
Córrego Danta/MG,MG,3119807.0
Córrego do Bom Jesus/MG,MG,3119906.0
Córrego Fundo/MG,MG,3119955.0
Córrego Novo/MG,MG,3120003.0
Couto de Magalhães de Minas/MG,MG,3120102.0
Crisólita/MG,MG,3120151.0
Cristais/MG,MG,3120201.0
Cristália/MG,MG,3120300.0
Cristiano Otoni/MG,MG,3120409.0
Cristina/MG,MG,3120508.0
Crucilândia/MG,MG,3120607.0
Cruzeiro da Fortaleza/MG,MG,3120706.0
Cruzília/MG,MG,3120805.0
Cuparaque/MG,MG,3120839.0
Curral de Dentro/MG,MG,3120870.0
Curvelo/MG,MG,3120904.0
Datas/MG,MG,3121001.0
Delfim Moreira/MG,MG,3121100.0
Delfinópolis/MG,MG,3121209.0
Delta/MG,MG,3121258.0
Descoberto/MG,MG,3121308.0
Desterro de Entre Rios/MG,MG,3121407.0
Desterro do Melo/MG,MG,3121506.0
Diamantina/MG,MG,3121605.0
Dionísio/MG,MG,3121803.0
Divinésia/MG,MG,3121902.0
Divino/MG,MG,3122009.0
Divino das Laranjeiras/MG,MG,3122108.0
Divinolândia de Minas/MG,MG,3122207.0
Divinópolis/MG,MG,3122306.0
Divisa Alegre/MG,MG,3122355.0
Divisa Nova/MG,MG,3122405.0
Divisópolis/MG,MG,3122454.0
Dom Cavati/MG,MG,3122504.0
Dom Joaquim/MG,MG,3122603.0
Dom Silvério/MG,MG,3122702.0
Dom Viçoso/MG,MG,3122801.0
Dona Euzébia/MG,MG,3122900.0
Dores de Campos/MG,MG,3123007.0
Dores de Guanhães/MG,MG,3123106.0
Dores do Indaiá/MG,MG,3123205.0
Dores do Turvo/MG,MG,3123304.0
Doresópolis/MG,MG,3123403.0
Durandé/MG,MG,3123528.0
Elói Mendes/MG,MG,3123601.0
Engenheiro Caldas/MG,MG,3123700.0
Engenheiro Navarro/MG,MG,3123809.0
Entre Folhas/MG,MG,3123858.0
Entre Rios de Minas/MG,MG,3123908.0
Ervália/MG,MG,3124005.0
Esmeraldas/MG,MG,3124104.0
Espera Feliz/MG,MG,3124203.0
Espinosa/MG,MG,3124302.0
Espírito Santo do Dourado/MG,MG,3124401.0
Estiva/MG,MG,3124500.0
Estrela Dalva/MG,MG,3124609.0
Estrela do Sul/MG,MG,3124807.0
Eugenópolis/MG,MG,3124906.0
Ewbank da Câmara/MG,MG,3125002.0
Extrema/MG,MG,3125101.0
Fama/MG,MG,3125200.0
Faria Lemos/MG,MG,3125309.0
Felício dos Santos/MG,MG,3125408.0
São Gonçalo do Rio Preto/MG,MG,3125507.0
Felisburgo/MG,MG,3125606.0
Felixlândia/MG,MG,3125705.0
Fernandes Tourinho/MG,MG,3125804.0
Ferros/MG,MG,3125903.0
Fervedouro/MG,MG,3125952.0
Florestal/MG,MG,3126000.0
Formiga/MG,MG,3126109.0
Formoso/MG,MG,3126208.0
Fortaleza de Minas/MG,MG,3126307.0
Fortuna de Minas/MG,MG,3126406.0
Francisco Badaró/MG,MG,3126505.0
Francisco Dumont/MG,MG,3126604.0
Francisco Sá/MG,MG,3126703.0
Franciscópolis/MG,MG,3126752.0
Frei Gaspar/MG,MG,3126802.0
Frei Inocêncio/MG,MG,3126901.0
Fronteira/MG,MG,3127008.0
Fronteira dos Vales/MG,MG,3127057.0
Fruta de Leite/MG,MG,3127073.0
Frutal/MG,MG,3127107.0
Funilândia/MG,MG,3127206.0
Galiléia/MG,MG,3127305.0
Gameleiras/MG,MG,3127339.0
Glaucilândia/MG,MG,3127354.0
Goiabeira/MG,MG,3127370.0
Goianá/MG,MG,3127388.0
Gonçalves/MG,MG,3127404.0
Gonzaga/MG,MG,3127503.0
Gouveia/MG,MG,3127602.0
Governador Valadares/MG,MG,3127701.0
Grão Mogol/MG,MG,3127800.0
Grupiara/MG,MG,3127909.0
Guanhães/MG,MG,3128006.0
Guapé/MG,MG,3128105.0
Guaraciaba/MG,MG,3128204.0
Guaraciama/MG,MG,3128253.0
Guaranésia/MG,MG,3128303.0
Guarani/MG,MG,3128402.0
Guarará/MG,MG,3128501.0
Guarda-Mor/MG,MG,3128600.0
Guaxupé/MG,MG,3128709.0
Guidoval/MG,MG,3128808.0
Guimarânia/MG,MG,3128907.0
Guiricema/MG,MG,3129004.0
Gurinhatã/MG,MG,3129103.0
Heliodora/MG,MG,3129202.0
Iapu/MG,MG,3129301.0
Ibertioga/MG,MG,3129400.0
Ibiá/MG,MG,3129509.0
Ibiaí/MG,MG,3129608.0
Ibiracatu/MG,MG,3129657.0
Ibiraci/MG,MG,3129707.0
Ibirité/MG,MG,3129806.0
Ibitiúra de Minas/MG,MG,3129905.0
Ibituruna/MG,MG,3130002.0
Icaraí de Minas/MG,MG,3130051.0
Igarapé/MG,MG,3130101.0
Igaratinga/MG,MG,3130200.0
Iguatama/MG,MG,3130309.0
Ijaci/MG,MG,3130408.0
Ilicínea/MG,MG,3130507.0
Imbé de Minas/MG,MG,3130556.0
Inconfidentes/MG,MG,3130606.0
Indaiabira/MG,MG,3130655.0
Indianópolis/MG,MG,3130705.0
Ingaí/MG,MG,3130804.0
Inhapim/MG,MG,3130903.0
Inhaúma/MG,MG,3131000.0
Inimutaba/MG,MG,3131109.0
Ipaba/MG,MG,3131158.0
Ipanema/MG,MG,3131208.0
Ipatinga/MG,MG,3131307.0
Ipiaçu/MG,MG,3131406.0
Ipuiúna/MG,MG,3131505.0
Iraí de Minas/MG,MG,3131604.0
Itabira/MG,MG,3131703.0
Itabirinha/MG,MG,3131802.0
Itabirito/MG,MG,3131901.0
Itacambira/MG,MG,3132008.0
Itacarambi/MG,MG,3132107.0
Itaguara/MG,MG,3132206.0
Itaipé/MG,MG,3132305.0
Itajubá/MG,MG,3132404.0
Itamarandiba/MG,MG,3132503.0
Itamarati de Minas/MG,MG,3132602.0
Itambacuri/MG,MG,3132701.0
Itambé do Mato Dentro/MG,MG,3132800.0
Itamogi/MG,MG,3132909.0
Itamonte/MG,MG,3133006.0
Itanhandu/MG,MG,3133105.0
Itanhomi/MG,MG,3133204.0
Itaobim/MG,MG,3133303.0
Itapagipe/MG,MG,3133402.0
Itapecerica/MG,MG,3133501.0
Itapeva/MG,MG,3133600.0
Itatiaiuçu/MG,MG,3133709.0
Itaú de Minas/MG,MG,3133758.0
Itaúna/MG,MG,3133808.0
Itaverava/MG,MG,3133907.0
Itinga/MG,MG,3134004.0
Itueta/MG,MG,3134103.0
Ituiutaba/MG,MG,3134202.0
Itumirim/MG,MG,3134301.0
Iturama/MG,MG,3134400.0
Itutinga/MG,MG,3134509.0
Jaboticatubas/MG,MG,3134608.0
Jacinto/MG,MG,3134707.0
Jacuí/MG,MG,3134806.0
Jacutinga/MG,MG,3134905.0
Jaguaraçu/MG,MG,3135001.0
Jaíba/MG,MG,3135050.0
Jampruca/MG,MG,3135076.0
Janaúba/MG,MG,3135100.0
Januária/MG,MG,3135209.0
Japaraíba/MG,MG,3135308.0
Japonvar/MG,MG,3135357.0
Jeceaba/MG,MG,3135407.0
Jenipapo de Minas/MG,MG,3135456.0
Jequeri/MG,MG,3135506.0
Jequitaí/MG,MG,3135605.0
Jequitibá/MG,MG,3135704.0
Jequitinhonha/MG,MG,3135803.0
Jesuânia/MG,MG,3135902.0
Joaíma/MG,MG,3136009.0
Joanésia/MG,MG,3136108.0
João Monlevade/MG,MG,3136207.0
João Pinheiro/MG,MG,3136306.0
Joaquim Felício/MG,MG,3136405.0
Jordânia/MG,MG,3136504.0
José Gonçalves de Minas/MG,MG,3136520.0
José Raydan/MG,MG,3136553.0
Josenópolis/MG,MG,3136579.0
Nova União/MG,MG,3136603.0
Juatuba/MG,MG,3136652.0
Juiz de Fora/MG,MG,3136702.0
Juramento/MG,MG,3136801.0
Juruaia/MG,MG,3136900.0
Juvenília/MG,MG,3136959.0
Ladainha/MG,MG,3137007.0
Lagamar/MG,MG,3137106.0
Lagoa da Prata/MG,MG,3137205.0
Lagoa Dourada/MG,MG,3137403.0
Lagoa Formosa/MG,MG,3137502.0
Lagoa Grande/MG,MG,3137536.0
Lagoa Santa/MG,MG,3137601.0
Lajinha/MG,MG,3137700.0
Lambari/MG,MG,3137809.0
Lamim/MG,MG,3137908.0
Laranjal/MG,MG,3138005.0
Lassance/MG,MG,3138104.0
Lavras/MG,MG,3138203.0
Leandro Ferreira/MG,MG,3138302.0
Leme do Prado/MG,MG,3138351.0
Leopoldina/MG,MG,3138401.0
Liberdade/MG,MG,3138500.0
Lima Duarte/MG,MG,3138609.0
Limeira do Oeste/MG,MG,3138625.0
Lontra/MG,MG,3138658.0
Luisburgo/MG,MG,3138674.0
Luislândia/MG,MG,3138682.0
Luminárias/MG,MG,3138708.0
Luz/MG,MG,3138807.0
Machacalis/MG,MG,3138906.0
Machado/MG,MG,3139003.0
Madre de Deus de Minas/MG,MG,3139102.0
Malacacheta/MG,MG,3139201.0
Mamonas/MG,MG,3139250.0
Manga/MG,MG,3139300.0
Manhuaçu/MG,MG,3139409.0
Manhumirim/MG,MG,3139508.0
Mantena/MG,MG,3139607.0
Maravilhas/MG,MG,3139706.0
Mar de Espanha/MG,MG,3139805.0
Maria da Fé/MG,MG,3139904.0
Mariana/MG,MG,3140001.0
Marilac/MG,MG,3140100.0
Mário Campos/MG,MG,3140159.0
Maripá de Minas/MG,MG,3140209.0
Marliéria/MG,MG,3140308.0
Marmelópolis/MG,MG,3140407.0
Martinho Campos/MG,MG,3140506.0
Martins Soares/MG,MG,3140530.0
Mata Verde/MG,MG,3140555.0
Materlândia/MG,MG,3140605.0
Mateus Leme/MG,MG,3140704.0
Matias Barbosa/MG,MG,3140803.0
Matias Cardoso/MG,MG,3140852.0
Matipó/MG,MG,3140902.0
Mato Verde/MG,MG,3141009.0
Matozinhos/MG,MG,3141108.0
Matutina/MG,MG,3141207.0
Medeiros/MG,MG,3141306.0
Medina/MG,MG,3141405.0
Mendes Pimentel/MG,MG,3141504.0
Mercês/MG,MG,3141603.0
Mesquita/MG,MG,3141702.0
Minas Novas/MG,MG,3141801.0
Minduri/MG,MG,3141900.0
Mirabela/MG,MG,3142007.0
Miradouro/MG,MG,3142106.0
Miraí/MG,MG,3142205.0
Miravânia/MG,MG,3142254.0
Moeda/MG,MG,3142304.0
Moema/MG,MG,3142403.0
Monjolos/MG,MG,3142502.0
Monsenhor Paulo/MG,MG,3142601.0
Montalvânia/MG,MG,3142700.0
Monte Alegre de Minas/MG,MG,3142809.0
Monte Azul/MG,MG,3142908.0
Monte Belo/MG,MG,3143005.0
Monte Carmelo/MG,MG,3143104.0
Monte Formoso/MG,MG,3143153.0
Monte Santo de Minas/MG,MG,3143203.0
Montes Claros/MG,MG,3143302.0
Monte Sião/MG,MG,3143401.0
Montezuma/MG,MG,3143450.0
Morada Nova de Minas/MG,MG,3143500.0
Morro da Garça/MG,MG,3143609.0
Morro do Pilar/MG,MG,3143708.0
Munhoz/MG,MG,3143807.0
Muriaé/MG,MG,3143906.0
Mutum/MG,MG,3144003.0
Muzambinho/MG,MG,3144102.0
Nacip Raydan/MG,MG,3144201.0
Nanuque/MG,MG,3144300.0
Naque/MG,MG,3144359.0
Natalândia/MG,MG,3144375.0
Natércia/MG,MG,3144409.0
Nazareno/MG,MG,3144508.0
Nepomuceno/MG,MG,3144607.0
Ninheira/MG,MG,3144656.0
Nova Belém/MG,MG,3144672.0
Nova Era/MG,MG,3144706.0
Nova Lima/MG,MG,3144805.0
Nova Módica/MG,MG,3144904.0
Nova Ponte/MG,MG,3145000.0
Nova Porteirinha/MG,MG,3145059.0
Nova Resende/MG,MG,3145109.0
Nova Serrana/MG,MG,3145208.0
Novo Cruzeiro/MG,MG,3145307.0
Novo Oriente de Minas/MG,MG,3145356.0
Novorizonte/MG,MG,3145372.0
Olaria/MG,MG,3145406.0
Olhos-d'Água/MG,MG,3145455.0
Olímpio Noronha/MG,MG,3145505.0
Oliveira/MG,MG,3145604.0
Oliveira Fortes/MG,MG,3145703.0
Onça de Pitangui/MG,MG,3145802.0
Oratórios/MG,MG,3145851.0
Orizânia/MG,MG,3145877.0
Ouro Branco/MG,MG,3145901.0
Ouro Fino/MG,MG,3146008.0
Ouro Preto/MG,MG,3146107.0
Ouro Verde de Minas/MG,MG,3146206.0
Padre Carvalho/MG,MG,3146255.0
Padre Paraíso/MG,MG,3146305.0
Paineiras/MG,MG,3146404.0
Pains/MG,MG,3146503.0
Pai Pedro/MG,MG,3146552.0
Paiva/MG,MG,3146602.0
Palma/MG,MG,3146701.0
Palmópolis/MG,MG,3146750.0
Papagaios/MG,MG,3146909.0
Paracatu/MG,MG,3147006.0
Pará de Minas/MG,MG,3147105.0
Paraguaçu/MG,MG,3147204.0
Paraisópolis/MG,MG,3147303.0
Paraopeba/MG,MG,3147402.0
Passabém/MG,MG,3147501.0
Passa Quatro/MG,MG,3147600.0
Passa Tempo/MG,MG,3147709.0
Passa Vinte/MG,MG,3147808.0
Passos/MG,MG,3147907.0
Patis/MG,MG,3147956.0
Patos de Minas/MG,MG,3148004.0
Patrocínio/MG,MG,3148103.0
Patrocínio do Muriaé/MG,MG,3148202.0
Paula Cândido/MG,MG,3148301.0
Paulistas/MG,MG,3148400.0
Pavão/MG,MG,3148509.0
Peçanha/MG,MG,3148608.0
Pedra Azul/MG,MG,3148707.0
Pedra Bonita/MG,MG,3148756.0
Pedra do Anta/MG,MG,3148806.0
Pedra do Indaiá/MG,MG,3148905.0
Pedra Dourada/MG,MG,3149002.0
Pedralva/MG,MG,3149101.0
Pedras de Maria da Cruz/MG,MG,3149150.0
Pedrinópolis/MG,MG,3149200.0
Pedro Leopoldo/MG,MG,3149309.0
Pedro Teixeira/MG,MG,3149408.0
Pequeri/MG,MG,3149507.0
Pequi/MG,MG,3149606.0
Perdigão/MG,MG,3149705.0
Perdizes/MG,MG,3149804.0
Perdões/MG,MG,3149903.0
Periquito/MG,MG,3149952.0
Pescador/MG,MG,3150000.0
Piau/MG,MG,3150109.0
Piedade de Caratinga/MG,MG,3150158.0
Piedade de Ponte Nova/MG,MG,3150208.0
Piedade do Rio Grande/MG,MG,3150307.0
Piedade dos Gerais/MG,MG,3150406.0
Pimenta/MG,MG,3150505.0
Pingo-d'Água/MG,MG,3150539.0
Pintópolis/MG,MG,3150570.0
Piracema/MG,MG,3150604.0
Pirajuba/MG,MG,3150703.0
Piranga/MG,MG,3150802.0
Piranguçu/MG,MG,3150901.0
Piranguinho/MG,MG,3151008.0
Pirapetinga/MG,MG,3151107.0
Pirapora/MG,MG,3151206.0
Piraúba/MG,MG,3151305.0
Pitangui/MG,MG,3151404.0
Piumhi/MG,MG,3151503.0
Planura/MG,MG,3151602.0
Poço Fundo/MG,MG,3151701.0
Poços de Caldas/MG,MG,3151800.0
Pocrane/MG,MG,3151909.0
Pompéu/MG,MG,3152006.0
Ponte Nova/MG,MG,3152105.0
Ponto Chique/MG,MG,3152131.0
Ponto dos Volantes/MG,MG,3152170.0
Porteirinha/MG,MG,3152204.0
Porto Firme/MG,MG,3152303.0
Poté/MG,MG,3152402.0
Pouso Alegre/MG,MG,3152501.0
Pouso Alto/MG,MG,3152600.0
Prados/MG,MG,3152709.0
Prata/MG,MG,3152808.0
Pratápolis/MG,MG,3152907.0
Pratinha/MG,MG,3153004.0
Presidente Bernardes/MG,MG,3153103.0
Presidente Juscelino/MG,MG,3153202.0
Presidente Kubitschek/MG,MG,3153301.0
Presidente Olegário/MG,MG,3153400.0
Alto Jequitibá/MG,MG,3153509.0
Prudente de Morais/MG,MG,3153608.0
Quartel Geral/MG,MG,3153707.0
Queluzito/MG,MG,3153806.0
Raposos/MG,MG,3153905.0
Raul Soares/MG,MG,3154002.0
Recreio/MG,MG,3154101.0
Reduto/MG,MG,3154150.0
Resende Costa/MG,MG,3154200.0
Resplendor/MG,MG,3154309.0
Ressaquinha/MG,MG,3154408.0
Riachinho/MG,MG,3154457.0
Riacho dos Machados/MG,MG,3154507.0
Ribeirão Vermelho/MG,MG,3154705.0
Rio Acima/MG,MG,3154804.0
Rio Casca/MG,MG,3154903.0
Rio Doce/MG,MG,3155009.0
Rio do Prado/MG,MG,3155108.0
Rio Espera/MG,MG,3155207.0
Rio Manso/MG,MG,3155306.0
Rio Novo/MG,MG,3155405.0
Rio Paranaíba/MG,MG,3155504.0
Rio Pardo de Minas/MG,MG,3155603.0
Rio Piracicaba/MG,MG,3155702.0
Rio Pomba/MG,MG,3155801.0
Rio Preto/MG,MG,3155900.0
Rio Vermelho/MG,MG,3156007.0
Ritápolis/MG,MG,3156106.0
Rochedo de Minas/MG,MG,3156205.0
Rodeiro/MG,MG,3156304.0
Romaria/MG,MG,3156403.0
Rosário da Limeira/MG,MG,3156452.0
Rubelita/MG,MG,3156502.0
Rubim/MG,MG,3156601.0
Sabará/MG,MG,3156700.0
Sabinópolis/MG,MG,3156809.0
Sacramento/MG,MG,3156908.0
Salinas/MG,MG,3157005.0
Salto da Divisa/MG,MG,3157104.0
Santa Bárbara/MG,MG,3157203.0
Santa Bárbara do Leste/MG,MG,3157252.0
Santa Bárbara do Monte Verde/MG,MG,3157278.0
Santa Bárbara do Tugúrio/MG,MG,3157302.0
Santa Cruz de Salinas/MG,MG,3157377.0
Santa Cruz do Escalvado/MG,MG,3157401.0
Santa Efigênia de Minas/MG,MG,3157500.0
Santa Helena de Minas/MG,MG,3157658.0
Santa Juliana/MG,MG,3157708.0
Santa Luzia/MG,MG,3157807.0
Santa Margarida/MG,MG,3157906.0
Santa Maria de Itabira/MG,MG,3158003.0
Santa Maria do Salto/MG,MG,3158102.0
Santa Maria do Suaçuí/MG,MG,3158201.0
Santana da Vargem/MG,MG,3158300.0
Santana de Cataguases/MG,MG,3158409.0
Santana de Pirapama/MG,MG,3158508.0
Santana do Deserto/MG,MG,3158607.0
Santana do Garambéu/MG,MG,3158706.0
Santana do Jacaré/MG,MG,3158805.0
Santana do Manhuaçu/MG,MG,3158904.0
Santana do Paraíso/MG,MG,3158953.0
Santana do Riacho/MG,MG,3159001.0
Santana dos Montes/MG,MG,3159100.0
Santa Rita de Caldas/MG,MG,3159209.0
Santa Rita de Jacutinga/MG,MG,3159308.0
Santa Rita de Minas/MG,MG,3159357.0
Santa Rita de Ibitipoca/MG,MG,3159407.0
Santa Rita do Itueto/MG,MG,3159506.0
Santa Rita do Sapucaí/MG,MG,3159605.0
Santa Rosa da Serra/MG,MG,3159704.0
Santa Vitória/MG,MG,3159803.0
Santo Antônio do Amparo/MG,MG,3159902.0
Santo Antônio do Aventureiro/MG,MG,3160009.0
Santo Antônio do Grama/MG,MG,3160108.0
Santo Antônio do Itambé/MG,MG,3160207.0
Santo Antônio do Jacinto/MG,MG,3160306.0
Santo Antônio do Monte/MG,MG,3160405.0
Santo Antônio do Rio Abaixo/MG,MG,3160504.0
Santo Hipólito/MG,MG,3160603.0
Santos Dumont/MG,MG,3160702.0
São Bento Abade/MG,MG,3160801.0
São Brás do Suaçuí/MG,MG,3160900.0
São Domingos das Dores/MG,MG,3160959.0
São Domingos do Prata/MG,MG,3161007.0
São Francisco/MG,MG,3161106.0
São Francisco de Paula/MG,MG,3161205.0
São Francisco de Sales/MG,MG,3161304.0
São Francisco do Glória/MG,MG,3161403.0
